Country,Region,Income_Level,Year,TB_Cases,TB_Deaths,TB_Incidence_Rate,TB_Mortality_Rate,TB_Treatment_Success_Rate,Drug_Resistant_TB_Cases,HIV_CoInfected_TB_Cases,Population,GDP_Per_Capita,Health_Expenditure_Per_Capita,Urban_Population_Percentage,Malnutrition_Prevalence,Smoking_Prevalence,TB_Doctors_Per_100K,TB_Hospitals_Per_Million,Access_To_Health_Services,BCG_Vaccination_Coverage,HIV_Testing_Coverage
Brazil,Europe,Upper-Middle,2019,42819,3794,304.33,46.82,74.43,1145,9467,726819080,13386,7712,58.43,6.48,22.51,9.15,19.84,30.63,80.81,87.87
India,North America,Upper-Middle,2000,21643,6271,250.71,34.85,54.0,4368,8441,880619367,31852,8266,61.82,23.61,22.28,3.36,0.99,46.76,74.84,70.07
India,Africa,Upper-Middle,2013,26591,3515,105.29,11.81,71.16,3157,1337,1037949941,39231,8439,20.06,42.37,37.35,4.38,4.2,55.84,80.41,24.56
Bangladesh,Asia,Lower-Middle,2016,14679,490,377.5,31.12,55.71,4871,6220,1307577911,39203,2676,38.08,24.99,23.69,0.87,13.95,38.28,50.63,53.44
Brazil,Africa,Upper-Middle,2009,33307,511,145.0,43.65,53.62,885,7458,958087324,21114,8664,85.15,12.61,26.61,9.56,14.06,86.98,82.12,66.52
Indonesia,Africa,High,2011,10722,8853,197.04,35.11,58.59,3752,7369,206233284,17211,1191,40.31,47.97,14.34,0.94,11.85,44.08,84.77,31.81
China,Asia,High,2015,24449,5463,193.67,12.99,61.49,3861,1152,341418855,29370,6985,50.66,16.98,35.49,7.73,19.45,82.84,85.38,83.12
USA,Africa,High,2013,16616,5805,129.66,32.79,62.43,1162,3233,659819718,17566,1170,33.07,40.93,5.85,5.43,8.6,63.17,77.59,72.79
India,Europe,High,2015,49317,5062,221.05,31.34,79.04,1932,3858,695527943,44791,4577,29.7,13.72,24.5,0.71,8.63,63.58,84.3,25.7
Russia,Asia,Low,2007,38064,3213,241.94,41.22,52.47,638,1425,433455519,33391,7156,34.61,24.04,18.43,0.12,18.25,75.16,81.3,83.92
India,Africa,High,2022,37874,6802,374.67,9.73,53.64,3029,6384,1290482083,1253,6743,58.76,27.07,26.14,9.36,11.0,33.1,55.66,48.31
Nigeria,South America,Upper-Middle,2009,18167,55,384.88,35.28,58.49,1734,770,676067936,41382,4953,84.33,27.53,17.61,7.45,7.4,35.51,94.02,51.67
India,Africa,Lower-Middle,2016,9275,4826,87.69,2.34,89.24,4758,3652,1038688863,34874,105,42.83,28.24,30.12,6.9,14.52,52.88,80.51,74.82
India,Europe,Upper-Middle,2017,30155,7088,300.46,35.11,78.29,1138,1562,148341153,39793,6808,42.64,15.12,5.71,4.44,12.58,59.18,85.66,65.08
China,North America,High,2019,48132,6464,449.14,48.06,82.87,4571,872,624948080,4078,2313,59.49,28.22,19.21,2.46,6.47,60.1,66.8,50.63
China,Africa,Low,2015,14693,5789,63.31,9.55,66.67,773,9357,184173912,21550,8262,44.97,26.68,34.09,6.83,6.31,77.38,95.04,38.17
South Africa,North America,High,2016,15176,4020,241.73,16.25,59.59,1029,8558,552257153,15968,6403,83.73,14.39,13.76,6.12,8.21,30.05,74.63,56.18
Indonesia,South America,Lower-Middle,2015,31276,2656,377.67,29.56,51.71,3983,9873,686570568,56860,8532,46.45,49.47,6.85,7.29,1.9,97.14,83.27,60.54
Russia,Africa,Upper-Middle,2018,43725,148,309.63,36.89,71.98,3937,7219,32514853,59312,2044,54.33,43.95,22.38,3.72,18.88,42.21,96.66,64.17
India,Asia,Lower-Middle,2023,17699,575,59.29,17.87,75.84,2851,1338,537736101,19729,884,57.34,44.94,39.18,9.87,4.07,47.4,94.89,62.35
India,North America,Lower-Middle,2023,49312,6387,204.34,33.55,90.37,2957,1039,840061602,3438,4333,74.74,35.85,7.25,0.76,4.28,93.39,81.6,63.21
USA,South America,Lower-Middle,2007,15566,1230,258.55,45.06,89.69,684,2386,1135244110,49425,5320,59.47,12.2,7.45,0.89,13.12,30.38,58.12,53.3
China,Asia,Upper-Middle,2005,19395,8117,497.96,36.6,69.11,1018,3251,35039558,43386,4359,36.74,30.56,25.83,9.18,14.62,99.39,96.58,59.33
Russia,Asia,High,2005,746,9931,97.52,35.84,69.06,1236,3150,817599401,14375,1551,28.68,41.96,13.75,6.51,14.87,32.52,98.22,40.2
Bangladesh,Asia,Lower-Middle,2020,21709,9380,491.39,19.72,57.25,1645,891,154367715,55971,4738,85.64,6.74,19.36,3.33,7.81,38.44,55.07,31.09
South Africa,Asia,Upper-Middle,2008,39784,4541,194.31,45.66,61.59,4386,8740,775040744,35695,4186,76.11,27.31,34.07,7.64,17.53,46.81,72.06,62.49
Indonesia,Africa,Low,2003,17300,5972,108.16,14.59,91.65,333,3567,624410196,25240,69,21.61,22.83,11.96,4.58,11.11,60.71,76.86,23.29
Brazil,Africa,Upper-Middle,2011,46610,3121,212.91,11.06,56.35,2848,7073,191239259,14650,1082,77.51,14.55,30.18,0.31,9.05,66.29,54.51,24.56
Indonesia,Africa,Low,2011,23586,5691,310.86,18.85,93.59,3820,2206,1212423314,10201,9066,61.34,22.02,22.66,6.55,16.3,37.33,59.29,37.31
Nigeria,South America,Upper-Middle,2022,20601,7431,114.61,32.86,72.71,1695,1960,712784844,57808,3324,56.32,49.26,36.67,2.51,5.25,35.16,76.35,33.6
India,South America,High,2016,16991,2842,152.81,43.22,70.55,3722,9812,412309091,49621,797,20.86,37.55,39.05,1.24,17.27,32.23,97.19,46.19
South Africa,South America,Lower-Middle,2014,27707,4828,428.73,7.47,57.86,551,5947,235486254,23791,7054,74.66,18.48,21.97,2.33,11.01,47.97,51.36,45.99
Nigeria,Europe,High,2008,42298,64,499.51,40.88,79.77,2954,3173,293258105,29786,1017,33.86,32.24,25.46,4.81,18.05,94.51,94.71,28.18
Russia,South America,Upper-Middle,2006,21397,2465,165.9,40.83,70.69,1337,4473,682826793,24616,3597,70.96,16.1,31.1,0.59,4.43,57.29,94.03,37.26
Brazil,Africa,Lower-Middle,2009,29992,2735,82.94,29.76,66.68,648,4017,1204107091,6386,2848,21.11,32.49,16.15,8.84,18.75,83.48,92.0,20.32
China,Africa,Low,2015,1921,9478,398.65,38.27,61.9,4541,4685,686364839,14172,3065,75.74,45.33,12.94,5.64,13.91,43.31,68.5,44.57
South Africa,Europe,Upper-Middle,2011,32515,8209,304.22,9.91,52.99,2270,4761,680355397,15008,6655,21.61,30.06,38.76,3.0,12.56,34.53,74.05,75.75
South Africa,Europe,Lower-Middle,2024,13470,7976,59.2,9.31,73.37,1439,6229,881500393,29168,1854,36.51,38.0,20.14,6.9,8.73,68.8,69.78,38.63
India,South America,Low,2006,7783,4150,473.92,43.28,64.08,2875,8428,224096735,44270,2073,38.78,25.4,5.06,8.06,19.15,87.55,96.43,65.03
Pakistan,North America,Low,2017,28988,6424,48.24,25.41,81.85,971,7540,1240665936,9892,8642,31.03,28.59,34.32,6.18,9.16,92.89,75.55,26.88
South Africa,Europe,High,2014,16445,6054,316.42,13.05,82.56,2972,7745,1309297290,38436,4482,53.67,36.28,25.99,2.1,10.22,68.23,53.95,20.86
USA,Asia,Upper-Middle,2005,755,5571,217.73,34.75,64.94,2478,8793,337596675,46690,9610,39.86,41.56,10.9,1.19,15.74,50.58,63.43,54.89
Brazil,Africa,Low,2011,11519,9849,282.75,44.7,80.11,3238,2085,161018518,3781,3374,89.53,34.68,6.05,8.61,6.05,37.67,72.64,52.3
Brazil,Asia,Lower-Middle,2010,15987,7205,114.47,31.98,61.64,138,7782,731719088,47339,7213,60.6,48.99,15.2,2.42,6.18,76.75,96.72,33.41
USA,Africa,Low,2019,42297,3347,347.17,18.02,82.72,4409,9570,64908769,9310,1927,59.65,41.89,37.48,0.3,15.62,49.63,77.88,40.06
Bangladesh,Africa,Low,2002,19846,2683,480.26,24.68,50.72,3976,2032,222185172,52364,9639,35.46,39.97,37.67,6.46,3.01,89.08,84.11,22.15
USA,Europe,High,2001,35550,3940,234.63,37.86,56.82,926,2088,364863189,38222,3725,48.61,43.03,15.89,1.61,16.55,72.36,54.34,75.85
USA,Europe,High,2005,9244,841,266.25,4.31,61.03,1260,7404,734666880,30350,7011,28.68,17.65,34.26,9.91,12.69,90.12,92.99,41.09
Brazil,Asia,Lower-Middle,2023,25256,9241,127.51,11.64,84.78,2208,7023,501695199,36991,55,73.38,24.44,20.46,8.71,11.01,69.67,76.41,35.36
Indonesia,Africa,High,2021,18361,201,447.02,23.67,52.99,4698,3331,439430141,34954,5583,43.18,30.4,27.9,6.12,4.97,84.02,95.14,76.33
Brazil,Asia,Low,2024,25646,3113,485.88,30.61,58.46,4083,6021,1038623067,57092,8827,72.64,25.81,16.71,8.36,15.83,50.6,71.83,22.75
Pakistan,North America,Low,2004,43187,6417,395.29,17.62,66.14,3797,2446,335694481,48159,9763,46.02,43.14,23.06,4.76,16.2,65.21,83.47,39.92
India,Asia,High,2017,46603,7954,275.96,15.62,50.41,949,7097,966757958,51258,5225,89.21,6.22,15.28,7.91,9.92,31.36,73.07,38.39
Nigeria,South America,Low,2015,22476,2141,478.83,3.03,84.3,2288,3369,111315701,13424,3928,31.98,14.41,7.14,6.5,8.09,72.55,56.99,38.41
Indonesia,Asia,Low,2007,1091,4649,85.39,2.6,75.2,1011,1740,462114213,16523,3519,20.11,44.68,9.88,0.38,5.3,67.36,63.33,20.8
China,South America,Lower-Middle,2024,6777,7458,244.46,14.66,90.53,3782,3672,237342213,29008,9063,61.64,7.66,15.17,9.49,15.21,82.87,53.3,85.43
Nigeria,South America,High,2019,2760,3027,273.43,26.99,51.4,2222,5120,1059301453,28968,4383,86.71,15.21,39.17,8.62,12.97,81.03,71.57,80.49
India,South America,Low,2021,44407,892,251.04,28.26,62.21,1620,6628,1073634038,28879,6683,65.29,20.81,38.8,9.54,4.53,73.93,81.82,49.01
Pakistan,North America,High,2010,847,3843,403.18,25.21,82.91,1637,6909,1086992249,26429,3143,26.0,38.78,33.97,7.34,15.99,33.97,61.94,51.18
Pakistan,Asia,Lower-Middle,2009,25241,1709,338.5,21.08,80.38,3147,1039,845858923,37507,907,57.83,30.21,13.14,4.18,17.7,93.21,74.03,56.69
China,Asia,High,2023,37711,8839,72.06,13.36,60.94,4001,421,544471789,58462,7668,83.66,47.96,20.46,2.15,1.66,31.26,72.49,53.48
Indonesia,North America,Low,2024,44356,5212,179.76,20.63,76.81,1113,1991,3897933,54755,8027,20.46,15.25,20.39,1.88,15.56,86.23,76.14,74.54
Bangladesh,Africa,High,2011,42042,6496,176.15,7.8,85.72,2197,8863,682635115,41813,2600,31.68,44.25,18.54,1.53,17.13,63.55,59.04,54.19
USA,Europe,Low,2020,7369,4320,287.16,6.65,51.5,4235,9549,972143240,17164,1275,77.02,17.73,6.57,2.28,19.83,87.26,76.17,33.22
Indonesia,Asia,Low,2005,28582,3653,152.81,15.7,82.29,3042,3480,82385985,14133,8895,82.57,16.05,23.71,5.55,5.13,62.55,67.85,28.19
Bangladesh,Europe,Low,2019,22580,6814,67.46,49.77,61.34,2823,1315,335575313,44837,7503,69.5,27.43,7.55,6.87,7.73,75.29,64.02,84.28
Pakistan,North America,Lower-Middle,2004,29479,1266,330.3,17.0,92.65,2503,4690,978113689,5432,7450,89.41,8.2,33.07,3.21,19.34,55.43,78.71,23.39
Brazil,Africa,High,2022,19922,2341,427.01,46.89,74.22,3913,4605,1334299542,16705,9581,26.32,22.29,29.2,5.53,2.33,82.06,57.25,82.83
India,Africa,Lower-Middle,2008,36113,3861,466.49,20.22,51.5,38,825,1369395597,20434,4606,58.2,21.01,17.35,3.48,10.71,47.79,94.13,68.33
China,Africa,High,2015,23493,5043,486.56,22.51,68.15,4069,9678,125662092,51611,2767,67.95,12.2,27.65,7.0,10.38,80.35,95.81,48.33
India,North America,Lower-Middle,2021,12886,5192,392.75,40.06,93.48,1270,5622,726479778,50041,3442,69.19,43.74,13.16,9.89,12.33,43.54,82.37,33.1
Russia,South America,Upper-Middle,2013,34533,6912,78.45,5.59,82.87,3680,2047,176844910,5683,8204,75.54,22.37,14.28,6.92,6.95,80.55,64.85,41.73
Russia,South America,Low,2021,45713,9173,428.02,9.93,63.52,4904,9532,501273998,20751,9304,84.23,49.19,15.99,0.68,18.56,50.56,80.67,57.09
Indonesia,Europe,Low,2007,13438,6583,205.98,48.72,75.89,3520,4885,1321639890,21244,6172,45.31,45.49,32.9,4.82,5.77,49.5,79.47,65.98
Pakistan,South America,Lower-Middle,2019,11659,7576,367.66,25.79,76.96,2346,7096,77092494,2553,4578,23.01,13.77,12.37,7.73,13.17,86.8,69.17,68.4
Pakistan,South America,Upper-Middle,2018,2774,3028,270.32,3.17,51.05,3333,1159,855091198,38276,9850,45.37,27.73,24.7,5.47,10.17,86.96,64.08,51.31
USA,Africa,Low,2013,19354,5397,416.02,3.32,58.05,109,6418,449670727,8859,1131,67.01,32.08,12.02,9.52,5.7,78.4,58.25,46.18
USA,Africa,High,2006,32315,7983,218.5,45.45,74.83,3666,16,917608022,47958,6689,34.94,41.85,14.98,0.64,4.18,94.67,60.65,73.78
USA,Europe,Lower-Middle,2004,10982,4645,40.28,43.79,68.12,4527,1446,504435020,55968,7068,76.7,44.85,13.24,2.98,19.15,40.93,82.0,84.78
Brazil,Asia,Low,2017,19461,6261,282.84,23.46,58.55,703,3260,1097854294,46405,6155,35.38,33.08,27.58,2.29,11.45,48.85,93.41,84.01
Nigeria,Europe,Low,2001,20544,2220,93.93,9.0,84.77,4811,7673,605627357,35434,4800,20.7,6.58,23.44,7.7,12.28,50.58,68.86,58.61
South Africa,Europe,Lower-Middle,2010,34336,8577,483.1,41.68,72.0,27,704,506859978,41374,2704,55.57,26.66,30.25,5.29,15.77,51.37,55.97,25.53
Nigeria,North America,Lower-Middle,2021,22475,9418,268.21,16.91,63.95,3719,5097,961045724,12961,205,70.85,44.82,12.7,1.47,2.08,52.96,50.63,25.13
India,North America,High,2007,15206,3071,281.24,21.53,57.28,2780,3309,680897109,44466,4346,44.48,37.13,5.32,2.93,14.42,78.79,69.89,48.19
Nigeria,Europe,High,2000,6474,9020,454.56,34.44,77.5,1040,4853,1031119037,55924,3119,72.42,44.16,28.82,5.27,3.72,48.95,61.4,71.3
Brazil,Europe,Low,2021,11428,7886,316.05,18.32,79.98,4485,7747,540909797,49838,2013,50.69,35.33,9.02,9.96,14.94,50.01,65.81,54.81
India,Europe,Low,2011,21713,1235,158.34,31.8,80.13,4219,4962,721692380,22066,4644,32.02,6.98,13.62,3.71,3.26,69.93,61.84,63.92
Nigeria,South America,Lower-Middle,2001,2450,3335,155.09,44.38,59.91,1629,5057,1125496405,45506,7713,26.34,48.56,15.7,1.65,16.73,43.54,82.54,79.03
Brazil,North America,Low,2017,19977,3497,255.77,40.07,76.79,860,7852,804591639,28016,6353,69.74,46.31,31.14,5.02,13.78,55.54,81.29,22.82
South Africa,Europe,Low,2006,10911,4041,434.64,19.7,90.74,1906,35,1339463495,59141,9476,47.0,10.7,26.91,3.17,8.02,34.06,94.7,84.67
Nigeria,Africa,Lower-Middle,2016,22195,9180,399.42,15.11,65.89,985,4557,474373998,35913,6192,83.89,10.07,11.45,5.7,7.5,96.68,84.29,43.16
Brazil,Africa,Low,2021,46656,4949,481.74,14.99,59.48,2526,2163,79510981,47813,9718,57.82,29.26,25.93,4.72,3.4,52.21,58.08,23.28
USA,South America,Low,2022,18271,1985,45.22,18.08,84.75,4198,8029,792607046,46564,3805,44.39,39.07,29.79,6.93,18.13,89.5,86.83,78.48
Pakistan,South America,Upper-Middle,2013,4774,8875,141.48,25.18,57.96,1525,3499,905629411,50868,880,44.43,22.2,18.61,9.15,2.81,67.1,58.88,85.39
USA,Asia,High,2023,35553,9495,49.3,21.41,61.42,1135,8533,763401927,31969,6624,29.2,11.14,13.61,2.09,9.71,45.97,77.37,73.8
Pakistan,Asia,Lower-Middle,2006,7545,9324,378.03,7.52,54.53,502,5171,438764347,5127,6171,61.57,27.98,28.76,8.23,5.11,43.54,53.78,76.32
China,Asia,Upper-Middle,2021,30214,1335,79.01,9.01,62.05,3046,654,281957132,11691,6124,60.75,20.19,26.38,9.5,19.93,78.65,52.32,80.99
China,South America,High,2024,34886,8595,58.94,17.8,68.47,2536,1862,361668401,34473,1392,76.0,20.83,7.73,3.8,11.92,97.54,72.75,56.57
China,South America,High,2002,44247,7529,285.22,28.54,52.89,176,7733,171601279,7203,7729,34.08,34.02,28.33,1.23,3.42,42.81,55.14,67.63
South Africa,South America,High,2005,9062,5305,211.63,30.04,89.23,4245,4140,1202709846,17111,7379,40.36,44.85,22.1,8.24,13.52,38.08,65.03,40.05
USA,Africa,Upper-Middle,2019,28259,1935,360.4,24.82,73.12,4199,3594,184899196,52265,1894,26.81,30.14,31.37,7.04,19.84,57.1,66.6,37.48
Pakistan,South America,Upper-Middle,2001,12526,5112,248.64,37.2,76.46,585,3819,246182928,46169,511,40.67,35.94,11.68,2.21,12.3,57.57,87.7,62.63
Brazil,Africa,High,2016,41111,7116,218.41,37.13,66.71,615,9012,1326168433,35404,3041,49.97,34.7,14.04,4.51,9.42,86.44,66.3,71.42
India,Asia,Low,2011,32089,3072,218.5,21.95,80.14,3353,1321,836818797,24195,6893,87.48,29.8,24.02,5.82,6.22,62.82,74.22,47.8
Brazil,Asia,Low,2011,43163,5315,437.22,7.1,69.43,1828,1904,484935703,45191,9820,65.71,18.98,21.86,1.78,2.3,34.37,87.86,48.02
India,Asia,Upper-Middle,2016,32238,1597,203.66,26.98,84.26,1165,6248,533504362,7458,250,74.8,22.0,18.52,7.18,4.95,94.45,60.04,86.8
Russia,Europe,Upper-Middle,2009,27344,4254,173.36,19.69,86.96,4689,4310,632566729,17133,565,42.79,19.21,31.11,6.93,11.3,56.12,89.44,56.29
Brazil,Europe,Upper-Middle,2002,23947,7640,175.88,7.76,80.23,825,7798,1000274078,2772,5921,30.12,46.29,24.77,8.88,15.2,76.8,90.76,89.04
Nigeria,North America,High,2019,25379,1418,106.33,49.11,72.11,2650,6987,509504723,22922,5500,37.97,42.2,29.86,5.72,17.62,76.72,98.45,80.4
Nigeria,North America,Low,2017,12466,1807,431.74,19.12,85.2,1545,6183,101406530,3518,4889,37.95,31.07,10.36,5.79,15.98,33.94,71.76,64.78
Indonesia,North America,Upper-Middle,2012,18232,9759,81.85,31.66,72.24,2743,6419,822739037,13460,6540,60.82,46.05,30.51,6.23,2.95,30.25,68.16,20.64
USA,Europe,Upper-Middle,2011,5789,4967,455.22,25.02,55.02,972,2080,657804369,2715,3281,43.9,44.89,21.15,2.81,15.58,36.16,84.4,40.71
India,Europe,Lower-Middle,2016,20512,3534,148.9,8.0,55.24,3044,2666,685872890,35425,3746,80.02,46.75,6.18,7.61,11.84,96.96,52.85,49.24
India,North America,High,2003,19312,3102,450.72,3.72,92.69,2057,4144,60475155,18680,9517,89.2,14.98,13.21,6.66,9.65,85.58,51.95,65.7
USA,North America,Lower-Middle,2022,36301,8432,397.5,31.66,59.61,4551,4278,756221538,20128,3343,44.03,37.29,5.9,8.41,11.67,39.24,66.41,47.69
South Africa,South America,Low,2009,42128,982,295.17,13.1,86.72,3870,6020,1044263010,16370,7051,69.35,32.42,20.99,7.71,0.66,73.04,85.75,77.95
Indonesia,North America,Lower-Middle,2010,41081,4287,338.04,12.94,61.1,1524,3494,868110475,57698,1679,66.02,38.02,16.41,6.42,1.82,72.84,55.71,66.4
South Africa,South America,Lower-Middle,2005,47128,7290,169.66,47.89,69.39,3361,423,572823352,796,4068,33.61,16.85,39.56,1.69,10.75,30.04,81.14,44.3
South Africa,Africa,Lower-Middle,2005,23592,3288,291.37,23.63,79.47,1077,7851,1201963640,35195,4539,84.26,36.27,35.4,9.2,3.89,60.03,63.21,74.91
South Africa,Europe,High,2008,25605,615,153.28,2.44,57.15,891,8893,284584356,15078,7613,33.96,23.44,33.9,3.74,11.14,79.82,81.93,41.22
USA,North America,Low,2014,14794,5428,207.11,17.65,83.18,3649,6158,981111344,51908,2066,71.59,42.53,22.54,9.65,7.41,43.08,72.39,24.4
South Africa,Europe,Lower-Middle,2001,4121,5608,384.68,29.64,81.05,1559,4319,1258959784,14054,8408,44.33,40.79,33.25,4.08,18.19,89.56,55.64,32.08
Nigeria,Europe,High,2003,32942,9376,129.53,17.1,74.44,2747,5801,659226412,40689,1025,45.7,14.51,14.34,1.54,19.02,76.22,62.12,20.19
China,Europe,Low,2004,22199,793,421.03,2.32,75.47,4567,929,396663593,22085,4597,51.88,13.27,24.62,8.86,19.61,30.48,60.77,78.26
Russia,Africa,Upper-Middle,2016,2847,8914,194.18,22.77,54.76,110,916,700221916,34725,7355,80.52,37.3,18.75,7.97,18.03,89.84,58.06,63.9
India,Asia,Lower-Middle,2007,29986,8772,270.76,6.19,69.62,3542,3220,180138886,4046,909,29.82,29.77,11.0,7.88,19.72,31.36,72.95,59.94
India,North America,Low,2007,48150,5459,471.56,31.34,53.9,2826,2729,240113313,47122,3994,23.82,30.07,7.54,0.99,14.27,92.16,96.78,66.34
Russia,Asia,Lower-Middle,2021,17610,8803,343.82,31.36,63.85,417,4905,110356765,46583,259,48.14,38.86,24.54,8.8,19.23,53.36,82.25,65.75
USA,Asia,Upper-Middle,2011,5423,5679,326.35,2.85,90.51,2525,802,1041589635,40629,9850,23.89,43.47,8.42,6.0,13.01,78.91,90.96,59.58
Brazil,Asia,Low,2020,16111,6368,358.69,15.24,75.85,1749,8777,739986461,28203,263,68.13,15.75,30.13,4.76,16.28,85.12,98.07,78.97
USA,Europe,High,2007,48635,351,459.87,21.27,83.42,4062,9929,604071448,4164,5947,73.22,30.0,37.25,9.14,3.07,49.69,76.49,50.87
India,South America,Low,2018,19699,3817,131.77,27.96,75.82,268,5553,320886103,26665,5832,79.83,42.3,10.67,6.69,13.81,54.95,61.67,76.34
India,Europe,High,2002,9566,4330,310.49,15.51,58.74,518,3735,565223530,31599,7452,72.07,44.28,21.48,1.42,18.66,65.67,95.46,75.06
Russia,Europe,Low,2017,36547,7556,206.19,15.1,76.77,3831,8201,29301150,40922,9214,84.14,17.93,30.86,5.24,11.03,70.79,84.25,33.97
South Africa,Asia,High,2020,27254,8751,15.81,49.17,83.99,4414,5171,1199602751,16979,353,72.38,9.69,15.04,6.4,4.14,50.44,96.99,51.76
USA,Europe,Upper-Middle,2018,37075,7012,71.4,3.05,56.23,3693,1370,1206152756,53584,7326,85.53,15.48,37.23,9.0,10.77,99.47,81.9,78.45
Pakistan,Asia,Upper-Middle,2018,24760,5479,169.25,49.46,86.76,4730,2058,1121997757,42819,7050,33.52,47.55,36.1,2.87,14.29,81.59,87.98,78.16
Russia,South America,Upper-Middle,2014,47233,7298,286.85,3.34,74.99,3736,6262,859908070,56564,8224,54.99,25.81,8.63,7.96,15.51,49.19,93.64,21.68
Nigeria,North America,Low,2005,49391,3495,441.92,15.13,50.19,688,6108,292620690,6640,910,89.58,23.84,5.96,8.02,10.71,74.83,87.2,35.61
India,Asia,Upper-Middle,2015,17491,2253,397.65,25.19,73.39,1293,3206,108014595,51391,4097,67.71,5.59,39.18,1.37,4.74,60.48,77.57,49.67
Russia,South America,Lower-Middle,2007,23053,2884,281.13,8.02,67.81,4847,9289,1122926879,18236,1905,81.5,7.3,38.48,0.27,18.57,90.22,73.12,23.3
USA,North America,Upper-Middle,2015,24674,9036,46.2,7.61,63.34,916,215,212125366,54576,7001,22.13,35.09,19.78,5.86,15.59,53.03,90.35,38.24
India,Africa,High,2017,22457,2529,150.09,13.56,84.71,277,3325,514204788,22641,2217,81.02,31.54,6.77,7.92,5.78,43.15,87.83,38.08
Brazil,Asia,High,2019,1134,9765,189.69,48.7,90.48,3113,6743,1179350006,51194,6009,68.84,30.9,26.66,5.59,16.33,33.23,67.96,35.02
Russia,Asia,High,2015,30381,4906,314.64,19.63,84.32,4916,8824,395009330,22128,1683,31.95,9.96,15.27,8.15,7.28,98.9,74.42,47.77
Indonesia,Africa,Low,2010,13271,484,41.81,28.73,88.1,1210,1687,720761297,47362,2524,21.8,20.84,37.79,6.26,6.59,55.15,81.11,76.91
India,Africa,Lower-Middle,2006,18798,1756,269.79,35.51,90.9,1126,3022,706868404,27743,5090,38.19,41.56,32.81,6.57,17.33,45.44,51.39,37.09
USA,Asia,Upper-Middle,2016,14840,8310,451.72,37.37,91.07,908,7557,4646910,17714,2427,84.1,12.87,27.74,0.38,17.53,64.42,62.13,60.74
China,Africa,Lower-Middle,2016,33856,5775,355.66,34.71,55.16,2800,1881,276951434,18489,9992,66.77,44.72,14.96,0.98,8.27,50.41,62.26,59.03
Pakistan,Europe,Lower-Middle,2011,36499,1954,400.57,17.51,70.54,2654,8280,674395082,21529,3461,84.36,10.47,29.54,7.28,0.67,46.3,93.28,77.25
Bangladesh,North America,High,2012,6851,7068,344.02,6.47,50.01,1068,6568,720403255,45270,4709,51.23,12.61,15.12,7.65,4.14,73.15,66.24,47.58
South Africa,North America,High,2009,4338,4009,111.23,14.8,72.79,697,9678,1194707108,8437,4325,85.56,26.5,6.32,5.47,18.23,35.24,76.71,35.65
Bangladesh,North America,High,2006,2473,6875,64.14,11.3,91.59,797,4744,273509792,56504,4435,52.41,47.54,22.8,5.94,18.03,65.63,90.75,82.41
USA,Europe,Low,2013,47614,6397,416.45,7.68,58.96,4504,5799,653895680,30203,8727,34.3,19.83,22.1,6.18,9.34,57.12,62.72,78.31
Nigeria,Africa,Lower-Middle,2022,38312,6206,350.8,2.2,78.79,2654,6944,1171462803,46118,9602,30.6,34.62,31.71,1.14,6.43,67.28,56.06,63.51
Nigeria,South America,Lower-Middle,2000,10747,2763,291.78,46.85,79.0,2174,3238,682032452,39784,7325,89.57,31.49,35.3,6.71,6.4,52.43,96.47,26.53
China,Africa,Low,2016,44940,6244,102.75,46.13,57.22,4467,2345,343175385,17105,822,43.37,11.73,17.41,4.84,18.0,69.92,84.53,21.13
South Africa,Asia,Low,2003,32155,6562,305.64,3.47,60.73,213,1735,180939877,53603,1882,31.2,16.17,20.73,6.06,6.83,35.73,58.68,32.78
Indonesia,North America,Low,2020,43539,6917,25.35,9.48,70.79,3227,5747,318184770,25606,7655,20.59,46.86,21.46,5.68,10.48,56.33,90.17,33.76
China,Africa,Lower-Middle,2004,7183,3777,68.23,7.84,58.47,2501,9316,663000826,6993,1349,39.99,13.32,16.35,7.65,14.75,46.62,88.57,29.54
Bangladesh,South America,Lower-Middle,2019,11744,3596,162.83,14.78,76.32,4832,5995,783302430,33002,8423,82.24,36.28,31.02,3.25,4.58,60.67,91.04,38.35
China,Asia,High,2023,29558,2353,227.43,11.0,71.8,2048,7226,424737430,32835,9504,57.38,48.41,23.27,3.8,5.45,57.88,63.53,43.65
Bangladesh,Europe,High,2022,40051,3731,69.08,47.35,73.36,3378,170,1177920322,26457,8387,64.27,10.38,36.99,3.98,7.48,74.18,71.98,72.81
India,Europe,Lower-Middle,2024,38862,7902,68.77,5.12,56.05,3568,1435,105905908,4617,5213,84.57,22.96,27.76,7.65,13.26,74.01,83.99,69.67
Nigeria,South America,High,2006,28871,3271,365.69,11.37,73.28,4067,1743,941669100,38676,1889,55.9,15.08,12.42,4.37,16.44,58.94,69.14,27.31
